"val 0,0
","val 0,1
","val 0,2
","val 0,3
","val 0,4
"
"val 3876,0
","val 3876,1
","val 3876,2
","val 3876,3
","val 3876,4
"
"val 3877,0
","val 3877,1
","val 3877,2
","val 3877,3
","val 3877,4
"
"val 3878,0
","val 3878,1
","val 3878,2
","val 3878,3
","val 3878,4
"
"val 3879,0
","val 3879,1
","val 3879,2
","val 3879,3
","val 3879,4
"
"val 3880,0
","val 3880,1
","val 3880,2
","val 3880,3
","val 3880,4
"
"val 3881,0
","val 3881,1
","val 3881,2
","val 3881,3
","val 3881,4
"
"val 3882,0
","val 3882,1
","val 3882,2
","val 3882,3
","val 3882,4
"
"val 3883,0
","val 3883,1
","val 3883,2
","val 3883,3
","val 3883,4
"
"val 3884,0
","val 3884,1
","val 3884,2
","val 3884,3
","val 3884,4
"
"val 3885,0
","val 3885,1
","val 3885,2
","val 3885,3
","val 3885,4
"
"val 3886,0
","val 3886,1
","val 3886,2
","val 3886,3
","val 3886,4
"
"val 3887,0
","val 3887,1
","val 3887,2
","val 3887,3
","val 3887,4
"
"val 3888,0
","val 3888,1
","val 3888,2
","val 3888,3
","val 3888,4
"
"val 3889,0
","val 3889,1
","val 3889,2
","val 3889,3
","val 3889,4
"
"val 3890,0
","val 3890,1
","val 3890,2
","val 3890,3
","val 3890,4
"
"val 3891,0
","val 3891,1
","val 3891,2
","val 3891,3
","val 3891,4
"
"val 3892,0
","val 3892,1
","val 3892,2
","val 3892,3
","val 3892,4
"
"val 3893,0
","val 3893,1
","val 3893,2
","val 3893,3
","val 3893,4
"
"val 3894,0
","val 3894,1
","val 3894,2
","val 3894,3
","val 3894,4
"
"val 3895,0
","val 3895,1
","val 3895,2
","val 3895,3
","val 3895,4
"
"val 3896,0
","val 3896,1
","val 3896,2
","val 3896,3
","val 3896,4
"
"val 3897,0
","val 3897,1
","val 3897,2
","val 3897,3
","val 3897,4
"
"val 3898,0
","val 3898,1
","val 3898,2
","val 3898,3
","val 3898,4
"
"val 3899,0
","val 3899,1
","val 3899,2
","val 3899,3
","val 3899,4
"
"val 3900,0
","val 3900,1
","val 3900,2
","val 3900,3
","val 3900,4
"
"val 3901,0
","val 3901,1
","val 3901,2
","val 3901,3
","val 3901,4
"
"val 3902,0
","val 3902,1
","val 3902,2
","val 3902,3
","val 3902,4
"
"val 3903,0
","val 3903,1
","val 3903,2
","val 3903,3
","val 3903,4
"
"val 3904,0
","val 3904,1
","val 3904,2
","val 3904,3
","val 3904,4
"
"val 3905,0
","val 3905,1
","val 3905,2
","val 3905,3
","val 3905,4
"
"val 3906,0
","val 3906,1
","val 3906,2
","val 3906,3
","val 3906,4
"
"val 3907,0
","val 3907,1
","val 3907,2
","val 3907,3
","val 3907,4
"
"val 3908,0
","val 3908,1
","val 3908,2
","val 3908,3
","val 3908,4
"
"val 3909,0
","val 3909,1
","val 3909,2
","val 3909,3
","val 3909,4
"
"val 3910,0
","val 3910,1
","val 3910,2
","val 3910,3
","val 3910,4
"
"val 3911,0
","val 3911,1
","val 3911,2
","val 3911,3
","val 3911,4
"
"val 3912,0
","val 3912,1
","val 3912,2
","val 3912,3
","val 3912,4
"
"val 3913,0
","val 3913,1
","val 3913,2
","val 3913,3
","val 3913,4
"
"val 3914,0
","val 3914,1
","val 3914,2
","val 3914,3
","val 3914,4
"
"val 3915,0
","val 3915,1
","val 3915,2
","val 3915,3
","val 3915,4
"
"val 3916,0
","val 3916,1
","val 3916,2
","val 3916,3
","val 3916,4
"
"val 3917,0
","val 3917,1
","val 3917,2
","val 3917,3
","val 3917,4
"
"val 3918,0
","val 3918,1
","val 3918,2
","val 3918,3
","val 3918,4
"
"val 3919,0
","val 3919,1
","val 3919,2
","val 3919,3
","val 3919,4
"
"val 3920,0
","val 3920,1
","val 3920,2
","val 3920,3
","val 3920,4
"
"val 3921,0
","val 3921,1
","val 3921,2
","val 3921,3
","val 3921,4
"
"val 3922,0
","val 3922,1
","val 3922,2
","val 3922,3
","val 3922,4
"
"val 3923,0
","val 3923,1
","val 3923,2
","val 3923,3
","val 3923,4
"
"val 3924,0
","val 3924,1
","val 3924,2
","val 3924,3
","val 3924,4
"
"val 3925,0
","val 3925,1
","val 3925,2
","val 3925,3
","val 3925,4
"
"val 3926,0
","val 3926,1
","val 3926,2
","val 3926,3
","val 3926,4
"
"val 3927,0
","val 3927,1
","val 3927,2
","val 3927,3
","val 3927,4
"
"val 3928,0
","val 3928,1
","val 3928,2
","val 3928,3
","val 3928,4
"
"val 3929,0
","val 3929,1
","val 3929,2
","val 3929,3
","val 3929,4
"
"val 3930,0
","val 3930,1
","val 3930,2
","val 3930,3
","val 3930,4
"
"val 3931,0
","val 3931,1
","val 3931,2
","val 3931,3
","val 3931,4
"
"val 3932,0
","val 3932,1
","val 3932,2
","val 3932,3
","val 3932,4
"
"val 3933,0
","val 3933,1
","val 3933,2
","val 3933,3
","val 3933,4
"
"val 3934,0
","val 3934,1
","val 3934,2
","val 3934,3
","val 3934,4
"
"val 3935,0
","val 3935,1
","val 3935,2
","val 3935,3
","val 3935,4
"
"val 3936,0
","val 3936,1
","val 3936,2
","val 3936,3
","val 3936,4
"
"val 3937,0
","val 3937,1
","val 3937,2
","val 3937,3
","val 3937,4
"
"val 3938,0
","val 3938,1
","val 3938,2
","val 3938,3
","val 3938,4
"
"val 3939,0
","val 3939,1
","val 3939,2
","val 3939,3
","val 3939,4
"
"val 3940,0
","val 3940,1
","val 3940,2
","val 3940,3
","val 3940,4
"
"val 3941,0
","val 3941,1
","val 3941,2
","val 3941,3
","val 3941,4
"
"val 3942,0
","val 3942,1
","val 3942,2
","val 3942,3
","val 3942,4
"
"val 3943,0
","val 3943,1
","val 3943,2
","val 3943,3
","val 3943,4
"
"val 3944,0
","val 3944,1
","val 3944,2
","val 3944,3
","val 3944,4
"
"val 3945,0
","val 3945,1
","val 3945,2
","val 3945,3
","val 3945,4
"
"val 3946,0
","val 3946,1
","val 3946,2
","val 3946,3
","val 3946,4
"
"val 3947,0
","val 3947,1
","val 3947,2
","val 3947,3
","val 3947,4
"
"val 3948,0
","val 3948,1
","val 3948,2
","val 3948,3
","val 3948,4
"
"val 3949,0
","val 3949,1
","val 3949,2
","val 3949,3
","val 3949,4
"
"val 3950,0
","val 3950,1
","val 3950,2
","val 3950,3
","val 3950,4
"
"val 3951,0
","val 3951,1
","val 3951,2
","val 3951,3
","val 3951,4
"
"val 3952,0
","val 3952,1
","val 3952,2
","val 3952,3
","val 3952,4
"
"val 3953,0
","val 3953,1
","val 3953,2
","val 3953,3
","val 3953,4
"
"val 3954,0
","val 3954,1
","val 3954,2
","val 3954,3
","val 3954,4
"
"val 3955,0
","val 3955,1
","val 3955,2
","val 3955,3
","val 3955,4
"
"val 3956,0
","val 3956,1
","val 3956,2
","val 3956,3
","val 3956,4
"
"val 3957,0
","val 3957,1
","val 3957,2
","val 3957,3
","val 3957,4
"
"val 3958,0
","val 3958,1
","val 3958,2
","val 3958,3
","val 3958,4
"
"val 3959,0
","val 3959,1
","val 3959,2
","val 3959,3
","val 3959,4
"
"val 3960,0
","val 3960,1
","val 3960,2
","val 3960,3
","val 3960,4
"
"val 3961,0
","val 3961,1
","val 3961,2
","val 3961,3
","val 3961,4
"
"val 3962,0
","val 3962,1
","val 3962,2
","val 3962,3
","val 3962,4
"
"val 3963,0
","val 3963,1
","val 3963,2
","val 3963,3
","val 3963,4
"
"val 3964,0
","val 3964,1
","val 3964,2
","val 3964,3
","val 3964,4
"
"val 3965,0
","val 3965,1
","val 3965,2
","val 3965,3
","val 3965,4
"
"val 3966,0
","val 3966,1
","val 3966,2
","val 3966,3
","val 3966,4
"
"val 3967,0
","val 3967,1
","val 3967,2
","val 3967,3
","val 3967,4
"
"val 3968,0
","val 3968,1
","val 3968,2
","val 3968,3
","val 3968,4
"
"val 3969,0
","val 3969,1
","val 3969,2
","val 3969,3
","val 3969,4
"
"val 3970,0
","val 3970,1
","val 3970,2
","val 3970,3
","val 3970,4
"
"val 3971,0
","val 3971,1
","val 3971,2
","val 3971,3
","val 3971,4
"
"val 3972,0
","val 3972,1
","val 3972,2
","val 3972,3
","val 3972,4
"
"val 3973,0
","val 3973,1
","val 3973,2
","val 3973,3
","val 3973,4
"
"val 3974,0
","val 3974,1
","val 3974,2
","val 3974,3
","val 3974,4
"
"val 3975,0
","val 3975,1
","val 3975,2
","val 3975,3
","val 3975,4
"
"val 3976,0
","val 3976,1
","val 3976,2
","val 3976,3
","val 3976,4
"
"val 3977,0
","val 3977,1
","val 3977,2
","val 3977,3
","val 3977,4
"
"val 3978,0
","val 3978,1
","val 3978,2
","val 3978,3
","val 3978,4
"
"val 3979,0
","val 3979,1
","val 3979,2
","val 3979,3
","val 3979,4
"
"val 3980,0
","val 3980,1
","val 3980,2
","val 3980,3
","val 3980,4
"
"val 3981,0
","val 3981,1
","val 3981,2
","val 3981,3
","val 3981,4
"
"val 3982,0
","val 3982,1
","val 3982,2
","val 3982,3
","val 3982,4
"
"val 3983,0
","val 3983,1
","val 3983,2
","val 3983,3
","val 3983,4
"
"val 3984,0
","val 3984,1
","val 3984,2
","val 3984,3
","val 3984,4
"
"val 3985,0
","val 3985,1
","val 3985,2
","val 3985,3
","val 3985,4
"
"val 3986,0
","val 3986,1
","val 3986,2
","val 3986,3
","val 3986,4
"
"val 3987,0
","val 3987,1
","val 3987,2
","val 3987,3
","val 3987,4
"
"val 3988,0
","val 3988,1
","val 3988,2
","val 3988,3
","val 3988,4
"
"val 3989,0
","val 3989,1
","val 3989,2
","val 3989,3
","val 3989,4
"
"val 3990,0
","val 3990,1
","val 3990,2
","val 3990,3
","val 3990,4
"
"val 3991,0
","val 3991,1
","val 3991,2
","val 3991,3
","val 3991,4
"
"val 3992,0
","val 3992,1
","val 3992,2
","val 3992,3
","val 3992,4
"
"val 3993,0
","val 3993,1
","val 3993,2
","val 3993,3
","val 3993,4
"
"val 3994,0
","val 3994,1
","val 3994,2
","val 3994,3
","val 3994,4
"
"val 3995,0
","val 3995,1
","val 3995,2
","val 3995,3
","val 3995,4
"
"val 3996,0
","val 3996,1
","val 3996,2
","val 3996,3
","val 3996,4
"
"val 3997,0
","val 3997,1
","val 3997,2
","val 3997,3
","val 3997,4
"
"val 3998,0
","val 3998,1
","val 3998,2
","val 3998,3
","val 3998,4
"
"val 3999,0
","val 3999,1
","val 3999,2
","val 3999,3
","val 3999,4
"
"val 4000,0
","val 4000,1
","val 4000,2
","val 4000,3
","val 4000,4
"
"val 4001,0
","val 4001,1
","val 4001,2
","val 4001,3
","val 4001,4
"
"val 4002,0
","val 4002,1
","val 4002,2
","val 4002,3
","val 4002,4
"
"val 4003,0
","val 4003,1
","val 4003,2
","val 4003,3
","val 4003,4
"
"val 4004,0
","val 4004,1
","val 4004,2
","val 4004,3
","val 4004,4
"
"val 4005,0
","val 4005,1
","val 4005,2
","val 4005,3
","val 4005,4
"
"val 4006,0
","val 4006,1
","val 4006,2
","val 4006,3
","val 4006,4
"
"val 4007,0
","val 4007,1
","val 4007,2
","val 4007,3
","val 4007,4
"
"val 4008,0
","val 4008,1
","val 4008,2
","val 4008,3
","val 4008,4
"
"val 4009,0
","val 4009,1
","val 4009,2
","val 4009,3
","val 4009,4
"
"val 4010,0
","val 4010,1
","val 4010,2
","val 4010,3
","val 4010,4
"
"val 4011,0
","val 4011,1
","val 4011,2
","val 4011,3
","val 4011,4
"
"val 4012,0
","val 4012,1
","val 4012,2
","val 4012,3
","val 4012,4
"
"val 4013,0
","val 4013,1
","val 4013,2
","val 4013,3
","val 4013,4
"
"val 4014,0
","val 4014,1
","val 4014,2
","val 4014,3
","val 4014,4
"
"val 4015,0
","val 4015,1
","val 4015,2
","val 4015,3
","val 4015,4
"
"val 4016,0
","val 4016,1
","val 4016,2
","val 4016,3
","val 4016,4
"
"val 4017,0
","val 4017,1
","val 4017,2
","val 4017,3
","val 4017,4
"
"val 4018,0
","val 4018,1
","val 4018,2
","val 4018,3
","val 4018,4
"
"val 4019,0
","val 4019,1
","val 4019,2
","val 4019,3
","val 4019,4
"
"val 4020,0
","val 4020,1
","val 4020,2
","val 4020,3
","val 4020,4
"
"val 4021,0
","val 4021,1
","val 4021,2
","val 4021,3
","val 4021,4
"
"val 4022,0
","val 4022,1
","val 4022,2
","val 4022,3
","val 4022,4
"
"val 4023,0
","val 4023,1
","val 4023,2
","val 4023,3
","val 4023,4
"
"val 4024,0
","val 4024,1
","val 4024,2
","val 4024,3
","val 4024,4
"
"val 4025,0
","val 4025,1
","val 4025,2
","val 4025,3
","val 4025,4
"
"val 4026,0
","val 4026,1
","val 4026,2
","val 4026,3
","val 4026,4
"
"val 4027,0
","val 4027,1
","val 4027,2
","val 4027,3
","val 4027,4
"
"val 4028,0
","val 4028,1
","val 4028,2
","val 4028,3
","val 4028,4
"
"val 4029,0
","val 4029,1
","val 4029,2
","val 4029,3
","val 4029,4
"
"val 4030,0
","val 4030,1
","val 4030,2
","val 4030,3
","val 4030,4
"
"val 4031,0
","val 4031,1
","val 4031,2
","val 4031,3
","val 4031,4
"
"val 4032,0
","val 4032,1
","val 4032,2
","val 4032,3
","val 4032,4
"
"val 4033,0
","val 4033,1
","val 4033,2
","val 4033,3
","val 4033,4
"
"val 4034,0
","val 4034,1
","val 4034,2
","val 4034,3
","val 4034,4
"
"val 4035,0
","val 4035,1
","val 4035,2
","val 4035,3
","val 4035,4
"
"val 4036,0
","val 4036,1
","val 4036,2
","val 4036,3
","val 4036,4
"
"val 4037,0
","val 4037,1
","val 4037,2
","val 4037,3
","val 4037,4
"
"val 4038,0
","val 4038,1
","val 4038,2
","val 4038,3
","val 4038,4
"
"val 4039,0
","val 4039,1
","val 4039,2
","val 4039,3
","val 4039,4
"
"val 4040,0
","val 4040,1
","val 4040,2
","val 4040,3
","val 4040,4
"
"val 4041,0
","val 4041,1
","val 4041,2
","val 4041,3
","val 4041,4
"
"val 4042,0
","val 4042,1
","val 4042,2
","val 4042,3
","val 4042,4
"
"val 4043,0
","val 4043,1
","val 4043,2
","val 4043,3
","val 4043,4
"
"val 4044,0
","val 4044,1
","val 4044,2
","val 4044,3
","val 4044,4
"
"val 4045,0
","val 4045,1
","val 4045,2
","val 4045,3
","val 4045,4
"
"val 4046,0
","val 4046,1
","val 4046,2
","val 4046,3
","val 4046,4
"
"val 4047,0
","val 4047,1
","val 4047,2
","val 4047,3
","val 4047,4
"
"val 4048,0
","val 4048,1
","val 4048,2
","val 4048,3
","val 4048,4
"
"val 4049,0
","val 4049,1
","val 4049,2
","val 4049,3
","val 4049,4
"
"val 4050,0
","val 4050,1
","val 4050,2
","val 4050,3
","val 4050,4
"
"val 4051,0
","val 4051,1
","val 4051,2
","val 4051,3
","val 4051,4
"
"val 4052,0
","val 4052,1
","val 4052,2
","val 4052,3
","val 4052,4
"
"val 4053,0
","val 4053,1
","val 4053,2
","val 4053,3
","val 4053,4
"
"val 4054,0
","val 4054,1
","val 4054,2
","val 4054,3
","val 4054,4
"
"val 4055,0
","val 4055,1
","val 4055,2
","val 4055,3
","val 4055,4
"
"val 4056,0
","val 4056,1
","val 4056,2
","val 4056,3
","val 4056,4
"
"val 4057,0
","val 4057,1
","val 4057,2
","val 4057,3
","val 4057,4
"
"val 4058,0
","val 4058,1
","val 4058,2
","val 4058,3
","val 4058,4
"
"val 4059,0
","val 4059,1
","val 4059,2
","val 4059,3
","val 4059,4
"
"val 4060,0
","val 4060,1
","val 4060,2
","val 4060,3
","val 4060,4
"
"val 4061,0
","val 4061,1
","val 4061,2
","val 4061,3
","val 4061,4
"
"val 4062,0
","val 4062,1
","val 4062,2
","val 4062,3
","val 4062,4
"
"val 4063,0
","val 4063,1
","val 4063,2
","val 4063,3
","val 4063,4
"
"val 4064,0
","val 4064,1
","val 4064,2
","val 4064,3
","val 4064,4
"
"val 4065,0
","val 4065,1
","val 4065,2
","val 4065,3
","val 4065,4
"
"val 4066,0
","val 4066,1
","val 4066,2
","val 4066,3
","val 4066,4
"
"val 4067,0
","val 4067,1
","val 4067,2
","val 4067,3
","val 4067,4
"
"val 4068,0
","val 4068,1
","val 4068,2
","val 4068,3
","val 4068,4
"
"val 4069,0
","val 4069,1
","val 4069,2
","val 4069,3
","val 4069,4
"
"val 4070,0
","val 4070,1
","val 4070,2
","val 4070,3
","val 4070,4
"
"val 4071,0
","val 4071,1
","val 4071,2
","val 4071,3
","val 4071,4
"
"val 4072,0
","val 4072,1
","val 4072,2
","val 4072,3
","val 4072,4
"
"val 4073,0
","val 4073,1
","val 4073,2
","val 4073,3
","val 4073,4
"
"val 4074,0
","val 4074,1
","val 4074,2
","val 4074,3
","val 4074,4
"
"val 4075,0
","val 4075,1
","val 4075,2
","val 4075,3
","val 4075,4
"
"val 4076,0
","val 4076,1
","val 4076,2
","val 4076,3
","val 4076,4
"
"val 4077,0
","val 4077,1
","val 4077,2
","val 4077,3
","val 4077,4
"
"val 4078,0
","val 4078,1
","val 4078,2
","val 4078,3
","val 4078,4
"
"val 4079,0
","val 4079,1
","val 4079,2
","val 4079,3
","val 4079,4
"
"val 4080,0
","val 4080,1
","val 4080,2
","val 4080,3
","val 4080,4
"
"val 4081,0
","val 4081,1
","val 4081,2
","val 4081,3
","val 4081,4
"
"val 4082,0
","val 4082,1
","val 4082,2
","val 4082,3
","val 4082,4
"
"val 4083,0
","val 4083,1
","val 4083,2
","val 4083,3
","val 4083,4
"
"val 4084,0
","val 4084,1
","val 4084,2
","val 4084,3
","val 4084,4
"
"val 4085,0
","val 4085,1
","val 4085,2
","val 4085,3
","val 4085,4
"
"val 4086,0
","val 4086,1
","val 4086,2
","val 4086,3
","val 4086,4
"
"val 4087,0
","val 4087,1
","val 4087,2
","val 4087,3
","val 4087,4
"
"val 4088,0
","val 4088,1
","val 4088,2
","val 4088,3
","val 4088,4
"
"val 4089,0
","val 4089,1
","val 4089,2
","val 4089,3
","val 4089,4
"
"val 4090,0
","val 4090,1
","val 4090,2
","val 4090,3
","val 4090,4
"
"val 4091,0
","val 4091,1
","val 4091,2
","val 4091,3
","val 4091,4
"
"val 4092,0
","val 4092,1
","val 4092,2
","val 4092,3
","val 4092,4
"
"val 4093,0
","val 4093,1
","val 4093,2
","val 4093,3
","val 4093,4
"
"val 4094,0
","val 4094,1
","val 4094,2
","val 4094,3
","val 4094,4
"
"val 4095,0
","val 4095,1
","val 4095,2
","val 4095,3
","val 4095,4
"
"val 4096,0
","val 4096,1
","val 4096,2
","val 4096,3
","val 4096,4
"
"val 4097,0
","val 4097,1
","val 4097,2
","val 4097,3
","val 4097,4
"
"val 4098,0
","val 4098,1
","val 4098,2
","val 4098,3
","val 4098,4
"
"val 4099,0
","val 4099,1
","val 4099,2
","val 4099,3
","val 4099,4
"
"val 4100,0
","val 4100,1
","val 4100,2
","val 4100,3
","val 4100,4
"
"val 4101,0
","val 4101,1
","val 4101,2
","val 4101,3
","val 4101,4
"
"val 4102,0
","val 4102,1
","val 4102,2
","val 4102,3
","val 4102,4
"
"val 4103,0
","val 4103,1
","val 4103,2
","val 4103,3
","val 4103,4
"
"val 4104,0
","val 4104,1
","val 4104,2
","val 4104,3
","val 4104,4
"
"val 4105,0
","val 4105,1
","val 4105,2
","val 4105,3
","val 4105,4
"
"val 4106,0
","val 4106,1
","val 4106,2
","val 4106,3
","val 4106,4
"
"val 4107,0
","val 4107,1
","val 4107,2
","val 4107,3
","val 4107,4
"
"val 4108,0
","val 4108,1
","val 4108,2
","val 4108,3
","val 4108,4
"
"val 4109,0
","val 4109,1
","val 4109,2
","val 4109,3
","val 4109,4
"
"val 4110,0
","val 4110,1
","val 4110,2
","val 4110,3
","val 4110,4
"
"val 4111,0
","val 4111,1
","val 4111,2
","val 4111,3
","val 4111,4
"
"val 4112,0
","val 4112,1
","val 4112,2
","val 4112,3
","val 4112,4
"
"val 4113,0
","val 4113,1
","val 4113,2
","val 4113,3
","val 4113,4
"
"val 4114,0
","val 4114,1
","val 4114,2
","val 4114,3
","val 4114,4
"
"val 4115,0
","val 4115,1
","val 4115,2
","val 4115,3
","val 4115,4
"
"val 4116,0
","val 4116,1
","val 4116,2
","val 4116,3
","val 4116,4
"
"val 4117,0
","val 4117,1
","val 4117,2
","val 4117,3
","val 4117,4
"
"val 4118,0
","val 4118,1
","val 4118,2
","val 4118,3
","val 4118,4
"
"val 4119,0
","val 4119,1
","val 4119,2
","val 4119,3
","val 4119,4
"
"val 4120,0
","val 4120,1
","val 4120,2
","val 4120,3
","val 4120,4
"
"val 4121,0
","val 4121,1
","val 4121,2
","val 4121,3
","val 4121,4
"
"val 4122,0
","val 4122,1
","val 4122,2
","val 4122,3
","val 4122,4
"
"val 4123,0
","val 4123,1
","val 4123,2
","val 4123,3
","val 4123,4
"
"val 4124,0
","val 4124,1
","val 4124,2
","val 4124,3
","val 4124,4
"
"val 4125,0
","val 4125,1
","val 4125,2
","val 4125,3
","val 4125,4
"
"val 4126,0
","val 4126,1
","val 4126,2
","val 4126,3
","val 4126,4
"
"val 4127,0
","val 4127,1
","val 4127,2
","val 4127,3
","val 4127,4
"
"val 4128,0
","val 4128,1
","val 4128,2
","val 4128,3
","val 4128,4
"
"val 4129,0
","val 4129,1
","val 4129,2
","val 4129,3
","val 4129,4
"
"val 4130,0
","val 4130,1
","val 4130,2
","val 4130,3
","val 4130,4
"
"val 4131,0
","val 4131,1
","val 4131,2
","val 4131,3
","val 4131,4
"
"val 4132,0
","val 4132,1
","val 4132,2
","val 4132,3
","val 4132,4
"
"val 4133,0
","val 4133,1
","val 4133,2
","val 4133,3
","val 4133,4
"
"val 4134,0
","val 4134,1
","val 4134,2
","val 4134,3
","val 4134,4
"
"val 4135,0
","val 4135,1
","val 4135,2
","val 4135,3
","val 4135,4
"
"val 4136,0
","val 4136,1
","val 4136,2
","val 4136,3
","val 4136,4
"
"val 4137,0
","val 4137,1
","val 4137,2
","val 4137,3
","val 4137,4
"
"val 4138,0
","val 4138,1
","val 4138,2
","val 4138,3
","val 4138,4
"
"val 4139,0
","val 4139,1
","val 4139,2
","val 4139,3
","val 4139,4
"
"val 4140,0
","val 4140,1
","val 4140,2
","val 4140,3
","val 4140,4
"
"val 4141,0
","val 4141,1
","val 4141,2
","val 4141,3
","val 4141,4
"
"val 4142,0
","val 4142,1
","val 4142,2
","val 4142,3
","val 4142,4
"
"val 4143,0
","val 4143,1
","val 4143,2
","val 4143,3
","val 4143,4
"
"val 4144,0
","val 4144,1
","val 4144,2
","val 4144,3
","val 4144,4
"
"val 4145,0
","val 4145,1
","val 4145,2
","val 4145,3
","val 4145,4
"
"val 4146,0
","val 4146,1
","val 4146,2
","val 4146,3
","val 4146,4
"
"val 4147,0
","val 4147,1
","val 4147,2
","val 4147,3
","val 4147,4
"
"val 4148,0
","val 4148,1
","val 4148,2
","val 4148,3
","val 4148,4
"
"val 4149,0
","val 4149,1
","val 4149,2
","val 4149,3
","val 4149,4
"
"val 4150,0
","val 4150,1
","val 4150,2
","val 4150,3
","val 4150,4
"
"val 4151,0
","val 4151,1
","val 4151,2
","val 4151,3
","val 4151,4
"
"val 4152,0
","val 4152,1
","val 4152,2
","val 4152,3
","val 4152,4
"
"val 4153,0
","val 4153,1
","val 4153,2
","val 4153,3
","val 4153,4
"
"val 4154,0
","val 4154,1
","val 4154,2
","val 4154,3
","val 4154,4
"
"val 4155,0
","val 4155,1
","val 4155,2
","val 4155,3
","val 4155,4
"
"val 4156,0
","val 4156,1
","val 4156,2
","val 4156,3
","val 4156,4
"
"val 4157,0
","val 4157,1
","val 4157,2
","val 4157,3
","val 4157,4
"
"val 4158,0
","val 4158,1
","val 4158,2
","val 4158,3
","val 4158,4
"
"val 4159,0
","val 4159,1
","val 4159,2
","val 4159,3
","val 4159,4
"
"val 4160,0
","val 4160,1
","val 4160,2
","val 4160,3
","val 4160,4
"
"val 4161,0
","val 4161,1
","val 4161,2
","val 4161,3
","val 4161,4
"
"val 4162,0
","val 4162,1
","val 4162,2
","val 4162,3
","val 4162,4
"
"val 4163,0
","val 4163,1
","val 4163,2
","val 4163,3
","val 4163,4
"
"val 4164,0
","val 4164,1
","val 4164,2
","val 4164,3
","val 4164,4
"
"val 4165,0
","val 4165,1
","val 4165,2
","val 4165,3
","val 4165,4
"
"val 4166,0
","val 4166,1
","val 4166,2
","val 4166,3
","val 4166,4
"
"val 4167,0
","val 4167,1
","val 4167,2
","val 4167,3
","val 4167,4
"
"val 4168,0
","val 4168,1
","val 4168,2
","val 4168,3
","val 4168,4
"
"val 4169,0
","val 4169,1
","val 4169,2
","val 4169,3
","val 4169,4
"
"val 4170,0
","val 4170,1
","val 4170,2
","val 4170,3
","val 4170,4
"
"val 4171,0
","val 4171,1
","val 4171,2
","val 4171,3
","val 4171,4
"
"val 4172,0
","val 4172,1
","val 4172,2
","val 4172,3
","val 4172,4
"
"val 4173,0
","val 4173,1
","val 4173,2
","val 4173,3
","val 4173,4
"
"val 4174,0
","val 4174,1
","val 4174,2
","val 4174,3
","val 4174,4
"
"val 4175,0
","val 4175,1
","val 4175,2
","val 4175,3
","val 4175,4
"
"val 4176,0
","val 4176,1
","val 4176,2
","val 4176,3
","val 4176,4
"
"val 4177,0
","val 4177,1
","val 4177,2
","val 4177,3
","val 4177,4
"
"val 4178,0
","val 4178,1
","val 4178,2
","val 4178,3
","val 4178,4
"
"val 4179,0
","val 4179,1
","val 4179,2
","val 4179,3
","val 4179,4
"
"val 4180,0
","val 4180,1
","val 4180,2
","val 4180,3
","val 4180,4
"
"val 4181,0
","val 4181,1
","val 4181,2
","val 4181,3
","val 4181,4
"
"val 4182,0
","val 4182,1
","val 4182,2
","val 4182,3
","val 4182,4
"
"val 4183,0
","val 4183,1
","val 4183,2
","val 4183,3
","val 4183,4
"
"val 4184,0
","val 4184,1
","val 4184,2
","val 4184,3
","val 4184,4
"
"val 4185,0
","val 4185,1
","val 4185,2
","val 4185,3
","val 4185,4
"
"val 4186,0
","val 4186,1
","val 4186,2
","val 4186,3
","val 4186,4
"
"val 4187,0
","val 4187,1
","val 4187,2
","val 4187,3
","val 4187,4
"
"val 4188,0
","val 4188,1
","val 4188,2
","val 4188,3
","val 4188,4
"
"val 4189,0
","val 4189,1
","val 4189,2
","val 4189,3
","val 4189,4
"
"val 4190,0
","val 4190,1
","val 4190,2
","val 4190,3
","val 4190,4
"
"val 4191,0
","val 4191,1
","val 4191,2
","val 4191,3
","val 4191,4
"
"val 4192,0
","val 4192,1
","val 4192,2
","val 4192,3
","val 4192,4
"
"val 4193,0
","val 4193,1
","val 4193,2
","val 4193,3
","val 4193,4
"
"val 4194,0
","val 4194,1
","val 4194,2
","val 4194,3
","val 4194,4
"
"val 4195,0
","val 4195,1
","val 4195,2
","val 4195,3
","val 4195,4
"
"val 4196,0
","val 4196,1
","val 4196,2
","val 4196,3
","val 4196,4
"
"val 4197,0
","val 4197,1
","val 4197,2
","val 4197,3
","val 4197,4
"
"val 4198,0
","val 4198,1
","val 4198,2
","val 4198,3
","val 4198,4
"
"val 4199,0
","val 4199,1
","val 4199,2
","val 4199,3
","val 4199,4
"
"val 4200,0
","val 4200,1
","val 4200,2
","val 4200,3
","val 4200,4
"
"val 4201,0
","val 4201,1
","val 4201,2
","val 4201,3
","val 4201,4
"
"val 4202,0
","val 4202,1
","val 4202,2
","val 4202,3
","val 4202,4
"
"val 4203,0
","val 4203,1
","val 4203,2
","val 4203,3
","val 4203,4
"
"val 4204,0
","val 4204,1
","val 4204,2
","val 4204,3
","val 4204,4
"
"val 4205,0
","val 4205,1
","val 4205,2
","val 4205,3
","val 4205,4
"
"val 4206,0
","val 4206,1
","val 4206,2
","val 4206,3
","val 4206,4
"
"val 4207,0
","val 4207,1
","val 4207,2
","val 4207,3
","val 4207,4
"
